"TABLE 5.—LIST OF MEDICARE SEVERITY DIAGNOSIS-RELATED GROUPS (MS-DRGS), RELATIVE WEIGHTING FACTORS, AND GEOMETRIC AND ARITHMETIC MEAN LENGTH OF STAY—FY 2013"								
MS-DRG 	FY 2013 Final Rule Post-Acute DRG	FY 2013 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights	Geometric mean LOS	Arithmetic mean LOS
305	No	No	05	MED	HYPERTENSION W/O MCC	0.6187	2.1	2.6
306	No	No	05	MED	CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC	1.3122	4.0	5.2
307	No	No	05	MED	CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC	0.7840	2.6	3.3
308	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC	1.2285	3.9	5.0
309	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC	0.8098	2.8	3.5
310	No	No	05	MED	CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC	0.5541	2.0	2.3
311	No	No	05	MED	ANGINA PECTORIS	0.5207	1.8	2.2
312	No	No	05	MED	SYNCOPE & COLLAPSE	0.7339	2.4	2.9
313	No	No	05	MED	CHEST PAIN	0.5617	1.7	2.1
314	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC	1.8508	4.9	6.7
315	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W CC	0.9527	3.1	4.0
316	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC	0.6224	2.0	2.5
326	Yes	No	06	SURG	"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC"	5.6118	12.0	15.4
327	Yes	No	06	SURG	"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC"	2.6811	6.3	8.2
328	Yes	No	06	SURG	"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC"	1.4413	2.5	3.3
329	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC	5.2599	12.1	14.9
330	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W CC	2.5731	7.4	8.6
331	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.6361	4.5	5.0
332	Yes	No	06	SURG	RECTAL RESECTION W MCC	4.6143	11.2	13.4
333	Yes	No	06	SURG	RECTAL RESECTION W CC	2.4814	6.7	7.8
334	Yes	No	06	SURG	RECTAL RESECTION W/O CC/MCC	1.6181	4.0	4.6
335	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W MCC	4.3146	11.2	13.4
336	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W CC	2.3529	7.0	8.4
337	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W/O CC/MCC	1.5538	4.0	5.0
338	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC	3.2008	8.3	10.0
339	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC	1.8675	5.4	6.4
340	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC	1.2024	3.0	3.6
341	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC	2.3116	4.8	6.6
342	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC	1.3516	2.9	3.7
343	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC	0.9547	1.6	1.9
344	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W MCC	3.4094	9.0	11.5
345	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W CC	1.7123	5.6	6.6
346	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.1608	3.9	4.4
347	No	No	06	SURG	ANAL & STOMAL PROCEDURES W MCC	2.5169	6.4	8.6
348	No	No	06	SURG	ANAL & STOMAL PROCEDURES W CC	1.3900	4.2	5.4
349	No	No	06	SURG	ANAL & STOMAL PROCEDURES W/O CC/MCC	0.8343	2.3	2.8
350	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W MCC	2.5082	5.9	7.8
351	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W CC	1.3755	3.4	4.4
352	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC	0.9043	2.0	2.4
353	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC	2.8192	6.3	8.2
354	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC	1.5976	4.0	5.0
355	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC	1.1172	2.4	2.9
356	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC	3.9463	8.9	12.0
357	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC	2.1747	5.5	7.1
358	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.3629	3.1	4.0
368	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W MCC	1.8327	5.1	6.6
369	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W CC	1.0664	3.5	4.2
370	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC	0.7593	2.5	3.0
371	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC	2.0200	6.5	8.4
372	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC	1.2275	4.9	5.9
373	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC	0.8401	3.6	4.3
374	Yes	No	06	MED	DIGESTIVE MALIGNANCY W MCC	2.1284	6.3	8.5
375	Yes	No	06	MED	DIGESTIVE MALIGNANCY W CC	1.2738	4.3	5.5
376	Yes	No	06	MED	DIGESTIVE MALIGNANCY W/O CC/MCC	0.8809	2.8	3.5
377	Yes	No	06	MED	G.I. HEMORRHAGE W MCC	1.7817	4.9	6.3
378	Yes	No	06	MED	G.I. HEMORRHAGE W CC	1.0168	3.4	4.0
379	Yes	No	06	MED	G.I. HEMORRHAGE W/O CC/MCC	0.7015	2.4	2.9
380	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W MCC	1.9311	5.6	7.2
381	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W CC	1.1130	3.7	4.6
382	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W/O CC/MCC	0.7917	2.8	3.4
383	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W MCC	1.3384	4.4	5.6
384	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W/O MCC	0.8365	2.9	3.5
385	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W MCC	1.9078	6.3	8.3
386	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W CC	1.0505	4.1	5.1
387	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W/O CC/MCC	0.7878	3.1	3.8
388	Yes	No	06	MED	G.I. OBSTRUCTION W MCC	1.6564	5.4	7.1
389	Yes	No	06	MED	G.I. OBSTRUCTION W CC	0.9217	3.7	4.6
390	Yes	No	06	MED	G.I. OBSTRUCTION W/O CC/MCC	0.6372	2.7	3.2
391	No	No	06	MED	"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC"	1.1897	3.9	5.1
392	No	No	06	MED	"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC"	0.7375	2.8	3.4
393	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC	1.6666	4.8	6.6
394	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W CC	0.9837	3.5	4.4
395	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.6791	2.4	3.0
405	Yes	No	07	SURG	"PANCREAS, LIVER & SHUNT PROCEDURES W MCC"	5.5575	11.3	15.2
406	Yes	No	07	SURG	"PANCREAS, LIVER & SHUNT PROCEDURES W CC"	2.7303	6.2	7.9
407	Yes	No	07	SURG	"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC"	1.8280	4.1	5.0
408	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC	3.8375	10.3	12.8
409	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC	2.2680	6.9	8.3
410	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC	1.6875	4.8	5.7
411	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W MCC	3.8040	9.7	11.7
412	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W CC	2.5989	7.0	8.2
413	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W/O CC/MCC	1.8582	4.6	5.3
414	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC	3.5643	9.0	10.9
415	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC	2.0728	6.0	6.9
416	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC	1.3354	3.7	4.4
417	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC	2.5189	6.1	7.7
418	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC	1.7007	4.2	5.1
419	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC	1.2050	2.5	3.0
420	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC	3.8509	8.7	12.3
421	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC	1.7381	4.6	6.2
422	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC	1.3006	3.2	4.0
423	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC	4.3308	10.2	13.6
424	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC	2.4081	6.3	8.3
425	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC	1.5756	3.8	4.9
432	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC	1.6792	4.8	6.3
433	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W CC	0.9316	3.4	4.2
434	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC	0.6343	2.6	3.2
435	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC	1.7816	5.4	7.1
436	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC	1.1934	4.0	5.2
437	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC	0.9537	2.8	3.6
438	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC	1.7844	5.3	7.2
439	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC	0.9603	3.7	4.6
440	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC	0.6790	2.8	3.3
441	Yes	No	07	MED	"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC"	1.8767	5.1	7.0
442	Yes	No	07	MED	"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC"	0.9545	3.5	4.4
443	Yes	No	07	MED	"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC"	0.6473	2.6	3.2
444	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W MCC	1.6039	4.7	6.2
445	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W CC	1.0720	3.5	4.3
446	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W/O CC/MCC	0.7583	2.4	3.0
453	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC	10.5952	10.1	12.6
454	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC	7.7979	5.3	6.3
455	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC	5.8705	3.1	3.6
456	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC	9.5204	10.6	13.1
457	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC	6.4171	5.6	6.5
458	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC	4.9491	3.3	3.7
459	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W MCC	6.5390	7.3	9.1
460	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W/O MCC	3.8783	3.1	3.6
461	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC	4.9062	6.4	7.7
462	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC	3.3745	3.5	3.8
463	Yes	No	08	SURG	"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC"	5.4443	10.9	15.1
464	Yes	No	08	SURG	"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC"	2.9406	6.5	8.2
465	Yes	No	08	SURG	"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC"	1.8802	3.9	5.0
466	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W MCC	5.0078	7.0	8.7
467	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W CC	3.2516	4.1	4.6
468	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC	2.6070	3.1	3.3
469	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC	3.4196	6.4	7.6
470	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC	2.0953	3.2	3.5
471	No	No	08	SURG	CERVICAL SPINAL FUSION W MCC	4.7075	6.5	9.0
472	No	No	08	SURG	CERVICAL SPINAL FUSION W CC	2.8041	2.5	3.6
473	No	No	08	SURG	CERVICAL SPINAL FUSION W/O CC/MCC	2.1254	1.5	1.8
474	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC	3.5676	8.9	11.6
475	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC	2.0071	5.9	7.4
476	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC	1.0171	3.0	3.9
477	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC	3.2681	8.9	11.0
478	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC	2.2663	5.5	6.8
479	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC	1.6922	3.2	4.1
480	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC	3.0367	7.2	8.5
481	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC	1.9345	4.9	5.3
482	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC	1.5660	4.0	4.3
483	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC	2.5314	2.9	3.5
484	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC	2.0950	1.9	2.1
485	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W MCC	3.0583	8.6	10.3
486	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W CC	2.0808	5.8	6.8
487	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC	1.4863	4.2	4.9
488	Yes	No	08	SURG	KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC	1.6865	3.5	4.3
489	Yes	No	08	SURG	KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC	1.2486	2.4	2.8
490	No	No	08	SURG	BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM	1.8154	3.2	4.5
491	No	No	08	SURG	BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC	1.0354	1.7	2.1
492	Yes	Yes	08	SURG	"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC"	3.1039	6.7	8.3
493	Yes	Yes	08	SURG	"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC"	1.9310	4.0	4.8
494	Yes	Yes	08	SURG	"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC"	1.3938	2.6	3.1
495	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC	2.9977	7.5	9.8
496	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC	1.6306	4.0	5.2
497	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC	1.1202	2.0	2.5
498	No	No	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC	2.1304	5.3	7.2
499	No	No	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC	1.0106	2.1	2.6
500	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W MCC	3.1368	7.8	10.2
501	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W CC	1.5940	4.5	5.7
502	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W/O CC/MCC	1.0670	2.4	2.9
503	No	No	08	SURG	FOOT PROCEDURES W MCC	2.3006	6.8	8.7
504	No	No	08	SURG	FOOT PROCEDURES W CC	1.5641	4.8	5.9
505	No	No	08	SURG	FOOT PROCEDURES W/O CC/MCC	1.1478	2.6	3.2
506	No	No	08	SURG	MAJOR THUMB OR JOINT PROCEDURES	1.3003	3.0	4.0
507	No	No	08	SURG	MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC	1.8689	4.0	5.6
508	No	No	08	SURG	MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC	1.2071	1.8	2.2
509	No	No	08	SURG	ARTHROSCOPY	1.3494	2.6	3.7
510	Yes	No	08	SURG	"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC"	2.2963	5.0	6.3
511	Yes	No	08	SURG	"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC"	1.5222	3.2	3.8
512	Yes	No	08	SURG	"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC"	1.1201	1.9	2.2
513	No	No	08	SURG	"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC"	1.3409	3.6	4.8
514	No	No	08	SURG	"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC"	0.8655	2.1	2.6
515	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC	3.2831	7.7	9.7
516	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC	1.9744	4.6	5.6
517	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC	1.5767	2.8	3.5
533	Yes	No	08	MED	FRACTURES OF FEMUR W MCC	1.4725	4.5	6.1
534	Yes	No	08	MED	FRACTURES OF FEMUR W/O MCC	0.7366	3.0	3.7
535	Yes	No	08	MED	FRACTURES OF HIP & PELVIS W MCC	1.2790	4.2	5.4
536	Yes	No	08	MED	FRACTURES OF HIP & PELVIS W/O MCC	0.7146	3.1	3.5
537	No	No	08	MED	"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC"	0.8638	3.4	4.0
538	No	No	08	MED	"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC"	0.6405	2.4	2.8
539	Yes	No	08	MED	OSTEOMYELITIS W MCC	1.9982	6.6	8.7
540	Yes	No	08	MED	OSTEOMYELITIS W CC	1.2692	5.0	6.1
541	Yes	No	08	MED	OSTEOMYELITIS W/O CC/MCC	0.9770	3.8	4.8
542	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC	2.0293	6.3	8.2
543	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC	1.1749	4.3	5.4
544	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC	0.8012	3.3	3.9
545	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W MCC	2.4785	6.1	8.7
546	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W CC	1.1767	4.1	5.2
547	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W/O CC/MCC	0.7581	2.9	3.5
548	No	No	08	MED	SEPTIC ARTHRITIS W MCC	1.7465	5.8	7.6
549	No	No	08	MED	SEPTIC ARTHRITIS W CC	1.1683	4.6	5.6
550	No	No	08	MED	SEPTIC ARTHRITIS W/O CC/MCC	0.7723	3.1	3.8
551	Yes	No	08	MED	MEDICAL BACK PROBLEMS W MCC	1.6345	5.0	6.4
552	Yes	No	08	MED	MEDICAL BACK PROBLEMS W/O MCC	0.8533	3.2	3.9
553	No	No	08	MED	BONE DISEASES & ARTHROPATHIES W MCC	1.2087	4.3	5.6
554	No	No	08	MED	BONE DISEASES & ARTHROPATHIES W/O MCC	0.6916	2.9	3.6
555	No	No	08	MED	SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC	1.2348	3.8	5.1
556	No	No	08	MED	SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC	0.7039	2.6	3.2
557	Yes	No	08	MED	"TENDONITIS, MYOSITIS & BURSITIS W MCC"	1.5613	5.2	6.5
558	Yes	No	08	MED	"TENDONITIS, MYOSITIS & BURSITIS W/O MCC"	0.8594	3.5	4.1
559	Yes	No	08	MED	"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC"	1.8741	5.2	7.0
560	Yes	No	08	MED	"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC"	1.0300	3.5	4.4
561	Yes	No	08	MED	"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC"	0.6115	2.0	2.5
562	Yes	No	08	MED	"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC"	1.3989	4.4	5.6
563	Yes	No	08	MED	"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC"	0.7463	3.0	3.5
564	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC	1.4459	4.7	6.2
565	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC	0.9386	3.6	4.5
566	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC	0.6786	2.6	3.2
570	Yes	No	09	SURG	SKIN DEBRIDEMENT W MCC	2.4688	7.5	9.9
571	Yes	No	09	SURG	SKIN DEBRIDEMENT W CC	1.4969	5.5	6.7
572	Yes	No	09	SURG	SKIN DEBRIDEMENT W/O CC/MCC	1.0036	3.9	4.7
573	Yes	No	09	SURG	SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC	3.5637	8.6	13.0
574	Yes	No	09	SURG	SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC	2.4469	7.2	9.5
575	Yes	No	09	SURG	SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC	1.3266	4.0	5.3
576	No	No	09	SURG	SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC	4.2457	8.5	12.9
577	No	No	09	SURG	SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC	1.8963	3.9	5.8
578	No	No	09	SURG	SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC	1.1312	2.3	3.2
579	Yes	No	09	SURG	"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC"	2.7186	7.3	9.6
580	Yes	No	09	SURG	"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC"	1.4875	3.7	5.1
581	Yes	No	09	SURG	"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC"	0.9916	2.0	2.5
582	No	No	09	SURG	MASTECTOMY FOR MALIGNANCY W CC/MCC	1.1283	2.0	2.7
583	No	No	09	SURG	MASTECTOMY FOR MALIGNANCY W/O CC/MCC	0.8992	1.5	1.7
584	No	No	09	SURG	"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC"	1.6550	3.7	5.3
585	No	No	09	SURG	"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC"	1.1381	1.8	2.2
592	Yes	No	09	MED	SKIN ULCERS W MCC	1.4632	5.3	6.9
593	Yes	No	09	MED	SKIN ULCERS W CC	0.9912	4.4	5.3
594	Yes	No	09	MED	SKIN ULCERS W/O CC/MCC	0.6782	3.2	3.9
595	No	No	09	MED	MAJOR SKIN DISORDERS W MCC	1.8803	5.9	7.7
596	No	No	09	MED	MAJOR SKIN DISORDERS W/O MCC	0.8880	3.6	4.5
597	No	No	09	MED	MALIGNANT BREAST DISORDERS W MCC	1.6026	5.4	7.2
598	No	No	09	MED	MALIGNANT BREAST DISORDERS W CC	1.2280	4.1	5.5
599	No	No	09	MED	MALIGNANT BREAST DISORDERS W/O CC/MCC	0.6650	2.3	3.1
600	No	No	09	MED	NON-MALIGNANT BREAST DISORDERS W CC/MCC	0.9968	4.0	5.0
601	No	No	09	MED	NON-MALIGNANT BREAST DISORDERS W/O CC/MCC	0.6247	3.0	3.6
